GeoFIPS,GeoName,Region,LineCode,Description,Unit,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
" ""18000""",Indiana,3,7010,Total employment,Number of jobs,3648148,3588944,3553215,3552205,3593283,3634815,3674399,3720040,3682931,3523018,3525335,3590196,3642334,3684125,3740428,3796419,3847508,3903858,3963401,3971608,3788622
" ""18000""",Indiana,3,7020, Wage and salary employment,Number of jobs,3092859,3029913,2996547,2987839,3011871,3030533,3055171,3069549,3035772,2867328,2874680,2916485,2976626,3009962,3054029,3104792,3151030,3188283,3229560,3255091,3089435
" ""18000""",Indiana,3,7040, Proprietors employment,Number of jobs,555289,559031,556668,564366,581412,604282,619228,650491,647159,655690,650655,673711,665708,674163,686399,691627,696478,715575,733841,716517,699187
" ""19000""",Iowa,4,10,Personal income (millions of dollars),Millions of dollars,80228.5,82571.1,84424,86443.8,93643.1,96704.5,102746.8,110011,116756.7,113084.5,116906,125978.2,132158.9,134757.8,139531.3,144587.6,145790,149547.6,156072.2,159664.5,169181.6
" ""19000""",Iowa,4,11, Nonfarm personal income 1/,Millions of dollars,77785,80317.4,82316.6,84222,88885.4,92858.5,99921.6,106149.3,111991.3,109887.1,113298.7,118621.3,125469.5,126242.3,133755.3,139456.3,143090.8,146221.4,152261.6,156847.6,165856
" ""19000""",Iowa,4,12, Farm income 2/,Millions of dollars,2443.6,2253.7,2107.4,2221.8,4757.7,3846,2825.2,3861.7,4765.4,3197.5,3607.3,7356.9,6689.4,8515.5,5776,5131.3,2699.2,3326.2,3810.6,2816.9,3325.7
" ""19000""",Iowa,4,20,Population (persons) 3/,Number of persons,2929067,2931997,2934234,2941999,2953635,2964454,2982644,2999212,3016734,3032870,3050819,3066772,3076844,3093935,3110643,3122541,3133210,3143734,3149900,3159596,3163561
" ""19000""",Iowa,4,30,Per capita personal income (dollars) 4/,Dollars,27390,28162,28772,29383,31704,32621,34448,36680,38703,37286,38320,41078,42953,43555,44856,46304,46531,47570,49548,50533,53478
" ""19000""",Iowa,4,35, Earnings by place of work,Millions of dollars,59219.4,60578.1,61919.4,64189.9,70703.1,73018,76516.8,81010.9,84559,80978,83653.9,89363.8,93739.3,98024.3,100348.9,103017.8,102805,105463.4,109795.7,111210.3,113412.5
" ""19000""",Iowa,4,36, Less: Contributions for government social insurance 5/,Millions of dollars,6805.5,6966.8,7117.7,7442,7832.7,8243,8683.9,9120.2,9545.6,9425.8,9738.9,9091.7,9384.3,10787.3,11113.7,11382.2,11876.6,12201.2,12721.4,13184.9,13788.8
" ""19000""",Iowa,4,37,  Employee and self-employed contributions for government social insurance,Millions of dollars,3515.2,3625.6,3724.2,3869.1,4102.6,4348.7,4593.3,4844.1,5067.9,5026.6,5100.4,4206.8,4374.4,5684.6,5914.9,6106.3,6309.4,6481.4,6877.3,7140.8,7475.7
" ""19000""",Iowa,4,38,  Employer contributions for government social insurance,Millions of dollars,3290.3,3341.2,3393.5,3572.9,3730.1,3894.3,4090.5,4276.1,4477.7,4399.2,4638.4,4884.9,5009.9,5102.7,5198.8,5276,5567.2,5719.8,5844.1,6044,6313
" ""19000""",Iowa,4,42, Plus: Adjustment for residence 6/,Millions of dollars,880.7,904.9,942.7,972,988.8,906.5,840.9,1079,1149.2,1149.6,1187.3,1306,1229.5,1210.5,1047.7,1001.4,1048.8,1366.4,1357.5,1429.2,1668.5
" ""19000""",Iowa,4,45, Equals: Net earnings by place of residence,Millions of dollars,53294.6,54516.2,55744.4,57719.8,63859.2,65681.5,68673.9,72969.7,76162.6,72701.8,75102.4,81578.1,85584.4,88447.4,90282.9,92637.1,91977.2,94628.6,98431.8,99454.6,101292.2
" ""19000""",Iowa,4,46," Plus: Dividends, interest, and rent 7/",Millions of dollars,16081.5,16309.2,15747.7,15847.4,16442.7,16768.8,18353.2,20315.5,21540.2,19999.2,20083,22340.4,24591.1,23841.4,25599.9,27045.2,28299.9,29486.6,30061.2,30996.3,30473.6
" ""19000""",Iowa,4,47, Plus: Personal current transfer receipts,Millions of dollars,10852.5,11745.7,12932,12876.6,13341.2,14254.2,15719.7,16725.8,19053.9,20383.6,21720.6,22059.7,21983.5,22469,23648.5,24905.4,25512.9,25432.4,27579.1,29213.6,37415.9
" ""19000""",Iowa,4,50, Wages and salaries,Millions of dollars,41958,42987.8,43744.5,45213.2,47892.1,50008,52641.2,55522.2,57466.4,56072.6,57199.1,59354.4,62154.1,63998.9,67140.8,70062.9,71740.6,73781.8,76437,78562.3,79967.8
" ""19000""",Iowa,4,60, Supplements to wages and salaries,Millions of dollars,9548.5,10043.6,10328.8,10843.2,11648.9,12386.3,12936.8,13596.7,14270.2,14588.9,14695.9,14764,15687.6,16044.4,17196.7,17386.8,18339.9,18892.9,19925.2,20194.8,20341
" ""19000""",Iowa,4,61,  Employer contributions for employee pension and insurance funds 8/,Millions of dollars,6258.2,6702.4,6935.3,7270.3,7918.8,8492,8846.3,9320.7,9792.5,10189.7,10057.5,9879.1,10677.7,10941.6,11997.9,12110.8,12772.6,13173.1,14081.1,14150.7,14027.9
" ""19000""",Iowa,4,62,  Employer contributions for government social insurance,Millions of dollars,3290.3,3341.2,3393.5,3572.9,3730.1,3894.3,4090.5,4276.1,4477.7,4399.2,4638.4,4884.9,5009.9,5102.7,5198.8,5276,5567.2,5719.8,5844.1,6044,6313
" ""19000""",Iowa,4,70, Proprietors' income 9/,Millions of dollars,7712.9,7546.7,7846.1,8133.4,11162,10623.6,10938.8,11892,12822.4,10316.5,11758.9,15245.4,15897.5,17981.1,16011.4,15568.2,12724.6,12788.7,13433.5,12453.2,13103.8
" ""19000""",Iowa,4,71,  Farm proprietors' income,Millions of dollars,2108.9,1881,1753.6,1767.3,4246.3,3421,2439.3,3211.6,4207.9,2638.7,3038.2,6807.1,5953.3,7873.2,5021.9,4497.5,2068.9,2516.4,3115,2093.8,2705.6
" ""19000""",Iowa,4,72,  Nonfarm proprietors' income,Millions of dollars,5604,5665.7,6092.5,6366.1,6915.7,7202.6,8499.5,8680.5,8614.5,7677.8,8720.7,8438.3,9944.2,10107.9,10989.5,11070.7,10655.7,10272.2,10318.6,10359.3,10398.2
" ""19000""",Iowa,4,7010,Total employment,Number of jobs,1915254,1902198,1879713,1873330,1902227,1933919,1965778,1994031,1997615,1959142,1950444,1975960,1993430,2019480,2038926,2059837,2066677,2062237,2076201,2071569,1987117
" ""19000""",Iowa,4,7020, Wage and salary employment,Number of jobs,1534288,1522116,1507604,1500007,1521678,1545547,1568789,1579953,1586287,1540936,1535646,1551027,1570535,1592602,1607489,1627084,1633478,1630641,1638528,1646569,1569147
" ""19000""",Iowa,4,7040, Proprietors employment,Number of jobs,380966,380082,372109,373323,380549,388372,396989,414078,411328,418206,414798,424933,422895,426878,431437,432753,433199,431596,437673,425000,417970
" ""20000""",Kansas,4,10,Personal income (millions of dollars),Millions of dollars,76105.1,78664.7,79365.2,81890.3,84335.9,89346.2,98610.2,105943.2,115852.5,111697.4,114239.8,123558.8,130948.1,133979.9,136878.7,138336.8,138533.9,142729.7,148955.7,154961,163462.2
" ""20000""",Kansas,4,11, Nonfarm personal income 1/,Millions of dollars,75111.2,77524.4,78893.9,80264,82796.5,87404.1,97494,104335.7,113822.3,109733.1,111729.2,119931.4,127936.9,129080.7,134136.6,136569.1,136420.9,141399.1,147415.2,153407.2,160849
" ""20000""",Kansas,4,12, Farm income 2/,Millions of dollars,993.9,1140.3,471.2,1626.3,1539.5,1942.1,1116.2,1607.5,2030.2,1964.3,2510.6,3627.3,3011.3,4899.2,2742.1,1767.7,2113,1330.6,1540.5,1553.8,2613.1
" ""20000""",Kansas,4,20,Population (persons) 3/,Number of persons,2693681,2702162,2713535,2723004,2734373,2745299,2762931,2783785,2808076,2832704,2858266,2869677,2886024,2894306,2901861,2910717,2912977,2910892,2912748,2912635,2913805
" ""20000""",Kansas,4,30,Per capita personal income (dollars) 4/,Dollars,28253,29112,29248,30074,30843,32545,35690,38057,41257,39431,39968,43057,45373,46291,47169,47527,47557,49033,51139,53203,56099
" ""20000""",Kansas,4,35, Earnings by place of work,Millions of dollars,56072.6,58081.4,58855.4,60814.2,62913.2,66153.6,71888.4,76540.6,82121.1,79526.6,81750.3,87822.8,93080.4,98367,98506.9,99847.6,98996.7,101465.1,105538.3,109651.6,112179.5
" ""20000""",Kansas,4,36, Less: Contributions for government social insurance 5/,Millions of dollars,6655.8,6869.9,7008.4,7172.8,7556.6,7911.2,8406.9,8806.9,9207,9002.9,9235.8,8516,8816.1,10225.4,10609.6,11028.2,10915.9,11224.2,11749.2,12245.5,12715.2
" ""20000""",Kansas,4,37,  Employee and self-employed contributions for government social insurance,Millions of dollars,3432.4,3537.2,3618.1,3680.8,3858,4067.2,4355.3,4656.9,4858.1,4779,4812.4,3949.8,4072,5347.5,5597.5,5736.1,5835.2,6007.6,6338.3,6654.5,6914
" ""20000""",Kansas,4,38,  Employer contributions for government social insurance,Millions of dollars,3223.4,3332.7,3390.2,3491.9,3698.6,3844,4051.7,4150.1,4348.9,4223.9,4423.4,4566.2,4744.1,4877.9,5012.1,5292.1,5080.7,5216.6,5410.9,5591,5801.2
" ""20000""",Kansas,4,42, Plus: Adjustment for residence 6/,Millions of dollars,1121.3,1133.2,1197.6,1169.1,1118.4,1260.1,1368.1,1253.5,1413.5,1694.2,1674.2,1238.6,1640,1366.8,1187.8,1156.1,1275,1543.6,1585.2,1684.4,1394.9
" ""20000""",Kansas,4,45, Equals: Net earnings by place of residence,Millions of dollars,50538.1,52344.7,53044.6,54810.5,56475,59502.4,64849.6,68987.2,74327.5,72217.9,74188.7,80545.4,85904.3,89508.3,89085.1,89975.5,89355.8,91784.5,95374.3,99090.6,100859.2
" ""20000""",Kansas,4,46," Plus: Dividends, interest, and rent 7/",Millions of dollars,15916.2,15770.8,15111.6,15370.8,15820.5,17147.1,20117.8,22269.2,24972.5,21453.9,20861.4,23387.6,25689.4,24832.2,27412.7,27244.4,27293.4,28385.5,29953.4,30820.3,30283.5
" ""20000""",Kansas,4,47, Plus: Personal current transfer receipts,Millions of dollars,9650.8,10549.1,11209,11709,12040.5,12696.7,13642.8,14686.8,16552.5,18025.6,19189.7,19625.8,19354.5,19639.4,20381,21116.9,21884.6,22559.7,23628,25050.2,32319.4
" ""20000""",Kansas,4,50, Wages and salaries,Millions of dollars,41766.9,43269.7,43875.2,44488.6,46702.1,48538,52083.6,55442.4,57623.4,55605.6,56089.7,58104.7,60616.5,61872,64457.7,66729.6,67253.4,68830.9,71580.5,74404.8,75798.3
" ""20000""",Kansas,4,60, Supplements to wages and salaries,Millions of dollars,9056.7,9521.7,9799.1,10325.2,11057.8,11550.7,11695.2,12686.4,13659.7,13011.4,13852.8,14333,14171.3,15554.1,15863.8,16281.2,16091,16423.8,17190.2,17543.3,17510.9
" ""20000""",Kansas,4,61,  Employer contributions for employee pension and insurance funds 8/,Millions of dollars,5833.3,6189,6408.9,6833.3,7359.2,7706.7,7643.6,8536.3,9310.7,8787.6,9429.5,9766.8,9427.1,10676.2,10851.7,10989.1,11010.2,11207.2,11779.3,11952.4,11709.7
" ""20000""",Kansas,4,62,  Employer contributions for government social insurance,Millions of dollars,3223.4,3332.7,3390.2,3491.9,3698.6,3844,4051.7,4150.1,4348.9,4223.9,4423.4,4566.2,4744.1,4877.9,5012.1,5292.1,5080.7,5216.6,5410.9,5591,5801.2
" ""20000""",Kansas,4,70, Proprietors' income 9/,Millions of dollars,5249,5290,5181.2,6000.5,5153.3,6064.9,8109.6,8411.8,10838,10909.5,11807.7,15385.1,18292.7,20940.8,18185.4,16836.8,15652.4,16210.4,16767.5,17703.5,18870.3
" ""20000""",Kansas,4,71,  Farm proprietors' income,Millions of dollars,668.5,779.5,145.1,1281.1,1149.4,1609.6,766,1131.6,1582.1,1586,2149.5,3188.5,2519.6,4499.2,2231.2,1300.7,1577.1,838.5,1050.7,998,2151.3
" ""20000""",Kansas,4,72,  Nonfarm proprietors' income,Millions of dollars,4580.5,4510.5,5036.1,4719.4,4003.9,4455.3,7343.5,7280.2,9256,9323.6,9658.3,12196.6,15773.1,16441.7,15954.3,15536.1,14075.3,15372,15716.9,16705.5,16719
" ""20000""",Kansas,4,7010,Total employment,Number of jobs,1760312,1767601,1746077,1733694,1750876,1765650,1795507,1844355,1858069,1813184,1801873,1819044,1841393,1869054,1895859,1910954,1916152,1914179,1926242,1925204,1851247
" ""20000""",Kansas,4,7020, Wage and salary employment,Number of jobs,1421827,1429716,1410962,1392569,1403995,1409058,1432873,1465420,1473838,1422932,1407971,1417054,1433074,1447857,1471369,1481874,1480899,1484216,1498182,1512252,1445399
" ""20000""",Kansas,4,7040, Proprietors employment,Number of jobs,338485,337885,335115,341125,346881,356592,362634,378935,384231,390252,393902,401990,408319,421197,424490,429080,435253,429963,428060,412952,405848
" ""21000""",Kentucky,5,10,Personal income (millions of dollars),Millions of dollars,100691.4,104126.9,106568.4,109876.6,116453.4,122305.7,129361.3,135056.8,141572.6,139861.7,145301.2,152218.7,157635.7,159224.8,166717.1,174331.2,177190.6,182476,188362,196250.5,211947.6
" ""21000""",Kentucky,5,11, Nonfarm personal income 1/,Millions of dollars,99211.4,103058.6,105909.3,109192.5,115225.9,120773.1,128112.2,134265.2,141251.3,139212.3,144979.4,151388.4,156734.1,156532.8,165002.4,172919.1,176322.2,181135.5,187413.3,194979.6,210145.8
" ""21000""",Kentucky,5,12, Farm income 2/,Millions of dollars,1480,1068.3,659.1,684.2,1227.5,1532.6,1249.1,791.6,321.3,649.4,321.7,830.4,901.6,2692,1714.7,1412.1,868.4,1340.5,948.7,1270.9,1801.9
" ""21000""",Kentucky,5,20,Population (persons) 3/,Number of persons,4049021,4068132,4089875,4117170,4146101,4182742,4219239,4256672,4289878,4317074,4348464,4370817,4387865,4406906,4416992,4429126,4440306,4455590,4464273,4472345,4477251
" ""21000""",Kentucky,5,30,Per capita personal income (dollars) 4/,Dollars,24868,25596,26057,26687,28087,29241,30660,31728,33002,32397,33414,34826,35925,36131,37744,39360,39905,40954,42193,43881,47339
" ""21000""",Kentucky,5,35, Earnings by place of work,Millions of dollars,74352,76453.4,78538.4,81600.7,86825.1,91231,94922.5,97771.8,100015.4,97209.4,101246.1,105326.8,108897.5,111809.9,114725.6,119196.1,120747.2,124480.7,128738.3,134150.3,135947.9
" ""21000""",Kentucky,5,36, Less: Contributions for government social insurance 5/,Millions of dollars,8524.8,8743.2,9022.2,9278.1,9669.4,10146.8,10680.7,11164.1,11636.1,11506.2,11821.9,10928.5,11284,12899.1,13454.5,14040.4,14380.2,14767.8,15302.6,15603.5,16488.9
" ""21000""",Kentucky,5,37,  Employee and self-employed contributions for government social insurance,Millions of dollars,4299,4465.7,4603.9,4756.9,4978.7,5257.2,5593.7,5876.6,6130.6,6053.7,6154.7,5080.8,5209.2,6734.4,7030.1,7317.4,7559.4,7854.5,8282,8453.7,8953.3
" ""21000""",Kentucky,5,38,  Employer contributions for government social insurance,Millions of dollars,4225.7,4277.6,4418.3,4521.2,4690.7,4889.5,5087,5287.4,5505.5,5452.6,5667.3,5847.6,6074.9,6164.7,6424.4,6723,6820.7,6913.3,7020.6,7149.8,7535.6
" ""21000""",Kentucky,5,42, Plus: Adjustment for residence 6/,Millions of dollars,-294.6,-443.5,-509.8,-735.9,-927.5,-1312.8,-1359.8,-1501.8,-1792.9,-1855,-2140.7,-2344.1,-2397.2,-2041,-1974,-2053.4,-2009.7,-2142,-2423.7,-2476.9,-2802.4
" ""21000""",Kentucky,5,45, Equals: Net earnings by place of residence,Millions of dollars,65532.7,67266.7,69006.4,71586.7,76228.2,79771.4,82881.9,85105.9,86586.5,83848.1,87283.5,92054.3,95216.2,96869.8,99297.1,103102.4,104357.4,107570.9,111011.9,116069.9,116656.6
" ""21000""",Kentucky,5,46," Plus: Dividends, interest, and rent 7/",Millions of dollars,18250.6,18433.5,17828.7,17943.1,18324.9,19327.2,21478.3,23053.7,24657.3,22547.4,22563.3,24234.3,26444,25512.3,27233.1,28789.2,30136.5,30922.2,32074.1,33025.3,32828.2
" ""21000""",Kentucky,5,47, Plus: Personal current transfer receipts,Millions of dollars,16908.2,18426.6,19733.3,20346.8,21900.3,23207,25001,26897.2,30328.8,33466.2,35454.4,35930.2,35975.5,36842.7,40186.9,42439.6,42696.8,43982.9,45276,47155.3,62462.8
" ""21000""",Kentucky,5,50, Wages and salaries,Millions of dollars,53945.9,55555.2,56651.2,58474.2,61400.4,64085.2,67308.3,70581.9,72352.6,70414.3,71874.9,74532.4,77058.3,78279.8,81481.5,85378.9,87832.2,90547.5,93364.3,96682.2,97175.4
" ""21000""",Kentucky,5,60, Supplements to wages and salaries,Millions of dollars,12647.7,13457.3,14300.2,15315.6,16214.2,17510.8,17697.7,18347.3,19125.8,18211.4,19792.2,20117.3,20970.5,20796.3,20892.3,21951,21698.1,22007.5,23327.7,24277.5,24874.3
" ""21000""",Kentucky,5,61,  Employer contributions for employee pension and insurance funds 8/,Millions of dollars,8422,9179.8,9881.9,10794.4,11523.5,12621.2,12610.8,13059.8,13620.2,12758.8,14124.9,14269.6,14895.6,14631.6,14467.8,15228,14877.3,15094.2,16307.1,17127.7,17338.7
" ""21000""",Kentucky,5,62,  Employer contributions for government social insurance,Millions of dollars,4225.7,4277.6,4418.3,4521.2,4690.7,4889.5,5087,5287.4,5505.5,5452.6,5667.3,5847.6,6074.9,6164.7,6424.4,6723,6820.7,6913.3,7020.6,7149.8,7535.6
" ""21000""",Kentucky,5,70, Proprietors' income 9/,Millions of dollars,7758.3,7440.9,7587,7810.9,9210.5,9635,9916.4,8842.6,8537.1,8583.7,9579,10677.2,10868.7,12733.8,12351.9,11866.2,11217,11925.7,12046.3,13190.6,13898.2
" ""21000""",Kentucky,5,71,  Farm proprietors' income,Millions of dollars,1276.1,817.6,351.5,348.4,902.2,1274.4,964.4,461.9,14.8,356.8,45.8,588.5,563,2349.6,1361.1,1111.8,532.4,1007.1,622.9,1013.5,1548
" ""21000""",Kentucky,5,72,  Nonfarm proprietors' income,Millions of dollars,6482.2,6623.3,7235.5,7462.5,8308.3,8360.6,8952,8380.7,8522.4,8226.9,9533.2,10088.6,10305.7,10384.2,10990.7,10754.5,10684.6,10918.6,11423.5,12177,12350.3
" ""21000""",Kentucky,5,7010,Total employment,Number of jobs,2306481,2283616,2263430,2273325,2300593,2337821,2374830,2414908,2402591,2325249,2325921,2368202,2389363,2407562,2440072,2473915,2498658,2520149,2545750,2549760,2430210
" ""21000""",Kentucky,5,7020, Wage and salary employment,Number of jobs,1909887,1884751,1864898,1865342,1881168,1904668,1930624,1951559,1943756,1862282,1864406,1884604,1908719,1923075,1948869,1978756,1996986,2011323,2025703,2038751,1934420
" ""21000""",Kentucky,5,7040, Proprietors employment,Number of jobs,396594,398865,398532,407983,419425,433153,444206,463349,458835,462967,461515,483598,480644,484487,491203,495159,501672,508826,520047,511009,495790
" ""22000""",Louisiana,5,10,Personal income (millions of dollars),Millions of dollars,107310.6,114917.4,118229.4,122169.8,127758.4,137935.1,145645.5,159411.3,170869.3,165876.2,173800.8,179073.4,188760.8,191497.3,200293.9,201363.5,200190.6,206203.2,215111.6,222059.7,236327.2
" ""22000""",Louisiana,5,11, Nonfarm personal income 1/,Millions of dollars,106700.4,114270.7,117814.7,121390,126982,137274.4,144931.4,158672,170340.5,165144.7,173007.5,178231.3,187590.3,190004.2,199425.6,200754.9,199583.3,205434.8,214470.7,221328,235336.9
" ""22000""",Louisiana,5,12, Farm income 2/,Millions of dollars,610.2,646.8,414.7,779.8,776.4,660.7,714,739.3,528.8,731.5,793.3,842.1,1170.5,1493,868.3,608.5,607.3,768.4,640.9,731.7,990.2
" ""22000""",Louisiana,5,20,Population (persons) 3/,Number of persons,4471885,4477875,4497267,4521042,4552238,4576628,4302665,4375581,4435586,4491648,4544635,4576244,4602067,4626040,4645938,4666998,4681346,4673673,4664450,4658285,4645318
" ""22000""",Louisiana,5,30,Per capita personal income (dollars) 4/,Dollars,23997,25663,26289,27022,28065,30139,33850,36432,38522,36930,38243,39131,41017,41396,43112,43146,42763,44120,46117,47670,50874
" ""22000""",Louisiana,5,35, Earnings by place of work,Millions of dollars,78158.2,83629.6,86662.9,90118.7,93004.4,97077.6,104023.8,109747.5,117828.6,115724.5,121588.5,123471,128705.4,133494.4,141316.5,138941.7,135253.8,139108.9,145600.5,149080.9,148640.4
" ""22000""",Louisiana,5,36, Less: Contributions for government social insurance 5/,Millions of dollars,7906.1,8344.8,8644.2,8885,9166.9,9386.6,10064.2,10738.6,11404.7,11365.6,11721,10832.1,11163.5,13013.6,13558.8,13806.4,13760.4,14124.9,14842.3,15133.8,15478.8
" ""22000""",Louisiana,5,37,  Employee and self-employed contributions for government social insurance,Millions of dollars,4126,4377.3,4550.4,4681.4,4847.5,5029,5450.7,5813.8,6191.4,6191.4,6406.2,5247.4,5405.7,7067.5,7406.2,7512.6,7595.1,7820.2,8309,8488.6,8781.6
" ""22000""",Louisiana,5,38,  Employer contributions for government social insurance,Millions of dollars,3780,3967.6,4093.7,4203.6,4319.3,4357.6,4613.5,4924.8,5213.2,5174.2,5314.8,5584.7,5757.8,5946.1,6152.6,6293.8,6165.3,6304.7,6533.3,6645.2,6697.2
" ""22000""",Louisiana,5,42, Plus: Adjustment for residence 6/,Millions of dollars,-230,-272,-298.7,-348.6,-382.6,-361.1,-424.2,-452,-496.7,-484,-513.8,-414.1,-348.2,-410.6,-561.4,-579.4,-734.3,-952.4,-897.3,-705.9,-552.8
" ""22000""",Louisiana,5,45, Equals: Net earnings by place of residence,Millions of dollars,70022.1,75012.7,77720,80885.1,83455,87329.8,93535.4,98556.9,105927.2,103875,109353.7,112224.8,117193.7,120070.2,127196.3,124555.8,120759.1,124031.6,129860.9,133241.2,132608.7
" ""22000""",Louisiana,5,46," Plus: Dividends, interest, and rent 7/",Millions of dollars,19600.2,19621.1,19136.7,19863.1,20653.5,22885.7,26549.7,34260.7,34654.6,29890.3,29957.1,31902.2,35853.9,34468.6,36441,36340.4,36599.7,37766.2,38989.7,40303.7,39575
" ""22000""",Louisiana,5,47, Plus: Personal current transfer receipts,Millions of dollars,17688.3,20283.6,21372.7,21421.6,23649.9,27719.6,25560.3,26593.7,30287.4,32110.9,34490.1,34946.5,35713.2,36958.5,36656.5,40467.2,42831.8,44405.3,46261,48514.8,64143.5
" ""22000""",Louisiana,5,50, Wages and salaries,Millions of dollars,56101,58749,60587.6,62675.4,65480.5,67930.9,72521.5,78328.9,83643.4,82280.5,83587.2,86069.5,89000.9,91411.4,95471.4,97226.1,95705.5,97647.1,101647.6,104361.6,101801.2
" ""22000""",Louisiana,5,60, Supplements to wages and salaries,Millions of dollars,12225.2,13383.1,14127.2,15026.3,15911.7,16568.7,17270.6,18126.3,18929.8,19449.8,20830.3,20133.5,20787,21564.2,22751.2,22881.8,22890.2,23575.9,24838.3,24754.3,24393.7
" ""22000""",Louisiana,5,61,  Employer contributions for employee pension and insurance funds 8/,Millions of dollars,8445.2,9415.5,10033.4,10822.7,11592.3,12211.1,12657.1,13201.5,13716.6,14275.6,15515.6,14548.8,15029.2,15618,16598.5,16588,16724.8,17271.2,18305,18109.1,17696.5
" ""22000""",Louisiana,5,62,  Employer contributions for government social insurance,Millions of dollars,3780,3967.6,4093.7,4203.6,4319.3,4357.6,4613.5,4924.8,5213.2,5174.2,5314.8,5584.7,5757.8,5946.1,6152.6,6293.8,6165.3,6304.7,6533.3,6645.2,6697.2
" ""22000""",Louisiana,5,70, Proprietors' income 9/,Millions of dollars,9832,11497.5,11948.2,12417,11612.3,12577.9,14231.7,13292.3,15255.3,13994.3,17171,17268,18917.5,20518.8,23093.9,18833.8,16658.2,17885.9,19114.5,19965.1,22445.5
" ""22000""",Louisiana,5,71,  Farm proprietors' income,Millions of dollars,424.3,444.2,215,634.2,586.8,494.3,540.8,545.3,348.9,549.8,609.5,684.9,937.6,1310.8,722.2,396.2,432.1,584.3,456.1,595,859.1
" ""22000""",Louisiana,5,72,  Nonfarm proprietors' income,Millions of dollars,9407.6,11053.3,11733.1,11782.7,11025.5,12083.6,13690.8,12747,14906.4,13444.5,16561.4,16583.1,17979.9,19208,22371.7,18437.5,16226.1,17301.6,18658.5,19370.1,21586.4
" ""22000""",Louisiana,5,7010,Total employment,Number of jobs,2388668,2397993,2399216,2418747,2434481,2397386,2413797,2501135,2550836,2529953,2536560,2564944,2601174,2641657,2684755,2696590,2691382,2695329,2727409,2720019,2534808
" ""22000""",Louisiana,5,7020, Wage and salary employment,Number of jobs,2013967,2012821,2001044,2004485,2012261,1980787,1948257,2011614,2035781,1995691,1982491,1996055,2016911,2038049,2067229,2076097,2049339,2047128,2062976,2066564,1912917
" ""22000""",Louisiana,5,7040, Proprietors employment,Number of jobs,374701,385172,398172,414262,422220,416599,465540,489521,515055,534262,554069,568889,584263,603608,617526,620493,642043,648201,664433,653455,621891
" ""23000""",Maine,1,10,Personal income (millions of dollars),Millions of dollars,35107.4,37058.4,38323.5,40247.6,42315.6,43421.3,45599.7,47357.3,49445.4,49403,50603.6,52789,53782.5,53742,55863.6,58331.3,59959.2,62428.7,65121.7,67855.5,73192.8
" ""23000""",Maine,1,11, Nonfarm personal income 1/,Millions of dollars,34904.6,36870.4,38172.6,40090.7,42143.7,43254.7,45435.3,47181.2,49262.4,49226.9,50348.2,52575.1,53524.2,53476.6,55639.3,58097.9,59790.5,62233.4,64966,67630.7,72840.4
" ""23000""",Maine,1,12, Farm income 2/,Millions of dollars,202.8,188,151,156.9,171.9,166.5,164.4,176.1,182.9,176.1,255.4,214,258.2,265.4,224.3,233.4,168.8,195.3,155.7,224.8,352.4
" ""23000""",Maine,1,20,Population (persons) 3/,Number of persons,1277072,1285692,1295960,1306513,1313688,1318787,1323619,1327040,1330509,1329590,1327651,1328473,1328094,1328543,1331217,1329098,1332348,1335743,1340123,1345770,1350141
" ""23000""",Maine,1,30,Per capita personal income (dollars) 4/,Dollars,27491,28824,29572,30805,32211,32925,34451,35686,37163,37157,38115,39737,40496,40452,41964,43888,45003,46737,48594,50421,54211
" ""23000""",Maine,1,35, Earnings by place of work,Millions of dollars,24661.7,26114.6,27166.9,28261.8,29737.5,30299.8,31853.1,32515.7,32991.5,32676.9,33749.5,34171.5,34910.8,35368.3,36478.6,37949.3,38959.9,40527.4,42269.5,44219,45509.1
" ""23000""",Maine,1,36, Less: Contributions for government social insurance 5/,Millions of dollars,2815.3,2949.2,2973.6,3059.2,3217.6,3322.4,3540.3,3697,3802.5,3723.5,3830.5,3509.7,3610.3,4183.2,4270.8,4494.9,4618.5,4788.9,5051.7,5270.1,5531.2
" ""23000""",Maine,1,37,  Employee and self-employed contributions for government social insurance,Millions of dollars,1419.9,1518.4,1576.1,1634.6,1736.1,1806.4,1936.3,2031.2,2090.4,2053.8,2083.9,1714.9,1759.5,2283.1,2352.9,2476.1,2586.8,2694.6,2880,3001.9,3154.7
" ""23000""",Maine,1,38,  Employer contributions for government social insurance,Millions of dollars,1395.4,1430.8,1397.6,1424.6,1481.5,1516,1604,1665.8,1712.1,1669.7,1746.6,1794.8,1850.8,1900.1,1917.9,2018.9,2031.7,2094.2,2171.7,2268.2,2376.5
" ""23000""",Maine,1,42, Plus: Adjustment for residence 6/,Millions of dollars,701.2,712.4,676.7,656.6,682.3,689.2,722.5,722.9,705.7,687.8,729.4,796.2,831.9,870.3,928.1,985.5,1002.7,1018.7,1068.2,1124.8,1136.8
" ""23000""",Maine,1,45, Equals: Net earnings by place of residence,Millions of dollars,22547.6,23877.8,24869.9,25859.1,27202.1,27666.6,29035.2,29541.7,29894.7,29641.2,30648.5,31458.1,32132.4,32055.5,33135.9,34439.8,35344.1,36757.2,38286.1,40073.7,41114.6
